02/10/10	02/10/10	"2010 World Cyber Games Grand Finals"	"AnotherStory"	"ChinaHero"	1	0	"amnesia"	"Chawy"	"Zappy"	"iceiceice"	"Opio"	"aahai007"	"Amenosa"	"hanguang85"	"KnobHK"	"xiaoyanzi"	"Nasus"	"Warwick"	"Kennen"	"Miss Fortune"	"Galio"	"Cho'Gath"	"Amumu"	"Taric"	"Shen"	"Ashe"
02/10/10	02/10/10	"2010 World Cyber Games Grand Finals"	"ChinaHero"	"AnotherStory"	0	1	"aahai007"	"Amenosa"	"hanguang85"	"KnobHK"	"xiaoyanzi"	"amnesia"	"Chawy"	"Zappy"	"iceiceice"	"Opio"	"Taric"	"Shen"	"Warwick"	"Ashe"	"Morgana"	"Rammus"	"Ezreal"	"Gangplank"	"Janna"	"Galio"
02/10/10	02/10/10	"2010 World Cyber Games Grand Finals"	"Counter Logic Gaming"	"SK Gaming"	1	0	"HotshotGG"	"Bigfatlp"	"Kobe"	"Chauster"	"Elementz"	"Osaft22"	"SleazyWeazy"	"Severus"	"Reyk"	"Zylor"	"Miss Fortune"	"Morgana"	"Amumu"	"Garen"	"Taric"	"Twisted Fate"	"Kassadin"	"Ashe"	"Soraka"	"Shen"
02/10/10	02/10/10	"2010 World Cyber Games Grand Finals"	"SK Gaming"	"Counter Logic Gaming"	0	1	"Osaft22"	"SleazyWeazy"	"Severus"	"Reyk"	"Zylor"	"HotshotGG"	"Bigfatlp"	"Kobe"	"Chauster"	"Elementz"	"Kassadin"	"Kog'Maw"	"Shen"	"Janna"	"Morgana"	"Annie"	"Taric"	"Amumu"	"Sona"	"Ashe"
18/08/11	18/08/11	"IEM Season VI - Global Challenge Cologne"	"Millenium"	"Team ALTERNATE"	1	0	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"unso"	"ForellenLord"	"Lycades"	"CedeoCedeo"	"Timson"	"Taric"	"Caitlyn"	"Irelia"	"Annie"	"Lee Sin"	"Udyr"	"Vayne"	"Lux"	"Olaf"	"Soraka"
18/08/11	18/08/11	"IEM Season VI - Global Challenge Cologne"	"Team SoloMid"	"myRevenge"	1	0	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"MeRusMePro"	"biggy"	"Cerberus"	"Brainquiche"	"Syex"	"Lee Sin"	"Tristana"	"Alistar"	"Brand"	"Udyr"	"Annie"	"Janna"	"Caitlyn"	"Irelia"	"Amumu"
18/08/11	18/08/11	"IEM Season VI - Global Challenge Cologne"	"myRevenge"	"Millenium"	0	1	"MeRusMePro"	"biggy"	"Cerberus"	"Brainquiche"	"Syex"	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Warwick"	"Ashe"	"Taric"	"Brand"	"Irelia"	"Swain"	"Gangplank"	"Soraka"	"Caitlyn"	"Lee Sin"
18/08/11	18/08/11	"IEM Season VI - Global Challenge Cologne"	"Team SoloMid"	"Team ALTERNATE"	1	0	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"unso"	"ForellenLord"	"Lycades"	"CedeoCedeo"	"Timson"	"Zilean"	"Tristana"	"Udyr"	"Alistar"	"Gangplank"	"Gragas"	"Janna"	"Olaf"	"Caitlyn"	"Anivia"
18/08/11	18/08/11	"IEM Season VI - Global Challenge Cologne"	"Millenium"	"Team SoloMid"	0	1	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Jax"	"Nunu"	"Soraka"	"Caitlyn"	"Annie"	"Janna"	"Brand"	"Udyr"	"Gangplank"	"Ashe"
18/08/11	18/08/11	"IEM Season VI - Global Challenge Cologne"	"myRevenge"	"Team ALTERNATE"	0	1	"MeRusMePro"	"biggy"	"Cerberus"	"Brainquiche"	"Syex"	"unso"	"ForellenLord"	"Lycades"	"CedeoCedeo"	"Timson"	"Nocturne"	"Anivia"	"Soraka"	"Caitlyn"	"Olaf"	"Amumu"	"Sona"	"Yorick"	"Ashe"	"Orianna"
19/08/11	19/08/11	"IEM Season VI - Global Challenge Cologne"	"Fnatic"	"SK Gaming"	1	0	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Ocelote"	"WetDreaM"	"Wickd"	"Candy Panda"	"Nyph"	"Annie"	"Tristana"	"Brand"	"Janna"	"Amumu"	"Anivia"	"Ashe"	"Soraka"	"Lee Sin"	"Udyr"
19/08/11	19/08/11	"IEM Season VI - Global Challenge Cologne"	"Frag eXecutors"	"Counter Logic Gaming"	0	1	"Alvado"	"Kubon"	"Ismaro"	"iMba"	"Nicker"	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Anivia"	"Karthus"	"Soraka"	"Caitlyn"	"Nocturne"	"Lee Sin"	"Ashe"	"Zilean"	"Alistar"	"Jax"
19/08/11	19/08/11	"IEM Season VI - Global Challenge Cologne"	"Fnatic"	"Frag eXecutors"	1	0	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Alvado"	"Kubon"	"Ismaro"	"iMba"	"Nicker"	"Brand"	"Karthus"	"Janna"	"Tristana"	"Amumu"	"Ashe"	"Annie"	"Galio"	"Fiddlesticks"	"Alistar"
19/08/11	19/08/11	"IEM Season VI - Global Challenge Cologne"	"Counter Logic Gaming"	"SK Gaming"	1	0	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Ocelote"	"WetDreaM"	"Wickd"	"Candy Panda"	"Nyph"	"Annie"	"Lee Sin"	"Alistar"	"Ashe"	"Nidalee"	"Rumble"	"Soraka"	"Vayne"	"Warwick"	"Nocturne"
19/08/11	19/08/11	"IEM Season VI - Global Challenge Cologne"	"Counter Logic Gaming"	"Fnatic"	1	0	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Kog'Maw"	"Cho'Gath"	"Alistar"	"Gangplank"	"Orianna"	"Kassadin"	"Janna"	"Gragas"	"Ashe"	"Lee Sin"
20/08/11	20/08/11	"IEM Season VI - Global Challenge Cologne"	"Counter Logic Gaming"	"Millenium"	1	0	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Caitlyn"	"Soraka"	"Brand"	"Nocturne"	"Jax"	"Anivia"	"Amumu"	"Kog'Maw"	"Zilean"	"Alistar"
20/08/11	20/08/11	"IEM Season VI - Global Challenge Cologne"	"Millenium"	"Counter Logic Gaming"	0	1	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Trundle"	"Soraka"	"Brand"	"Ashe"	"Lee Sin"	"Fiddlesticks"	"Cho'Gath"	"Caitlyn"	"Alistar"	"Annie"
20/08/11	20/08/11	"IEM Season VI - Global Challenge Cologne"	"Counter Logic Gaming"	"Millenium"	1	0	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Cho'Gath"	"Kog'Maw"	"Sona"	"Nocturne"	"Zilean"	"Cassiopeia"	"Irelia"	"Trundle"	"Ashe"	"Alistar"
20/08/11	20/08/11	"IEM Season VI - Global Challenge Cologne"	"Team SoloMid"	"Fnatic"	1	0	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Singed"	"Alistar"	"Caitlyn"	"Gangplank"	"Orianna"	"Amumu"	"Tristana"	"Janna"	"Anivia"	"Karthus"
20/08/11	20/08/11	"IEM Season VI - Global Challenge Cologne"	"Fnatic"	"Team SoloMid"	1	0	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Karthus"	"Nocturne"	"Soraka"	"Urgot"	"Brand"	"Warwick"	"Lee Sin"	"Caitlyn"	"Zilean"	"Alistar"
20/08/11	20/08/11	"IEM Season VI - Global Challenge Cologne"	"Team SoloMid"	"Fnatic"	1	0	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Irelia"	"Jax"	"Gangplank"	"Zilean"	"Soraka"	"Malzahar"	"Janna"	"Urgot"	"Nocturne"	"Annie"
21/08/11	21/08/11	"IEM Season VI - Global Challenge Cologne"	"Fnatic"	"Millenium"	1	0	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Tristana"	"Nocturne"	"Jax"	"Soraka"	"Karthus"	"Rumble"	"Gangplank"	"Zilean"	"Urgot"	"Janna"
21/08/11	21/08/11	"IEM Season VI - Global Challenge Cologne"	"Millenium"	"Fnatic"	1	0	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Nocturne"	"Sona"	"Kog'Maw"	"Cho'Gath"	"Zilean"	"Swain"	"Gragas"	"Tristana"	"Soraka"	"Gangplank"
21/08/11	21/08/11	"IEM Season VI - Global Challenge Cologne"	"Fnatic"	"Millenium"	1	0	"Shushei"	"CyanideFI"	"xPeke"	"LamiaZealot"	"Mellisan"	"Linak"	"Shlaya"	"Tidus"	"Kujaa"	"sOAZ"	"Akali"	"Anivia"	"Urgot"	"Nocturne"	"Soraka"	"Sion"	"Sona"	"Tristana"	"Gragas"	"Amumu"
21/08/11	21/08/11	"IEM Season VI - Global Challenge Cologne"	"Team SoloMid"	"Counter Logic Gaming"	1	0	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Janna"	"Kog'Maw"	"Irelia"	"Nocturne"	"Alistar"	"Caitlyn"	"Cho'Gath"	"Sona"	"Gangplank"	"Annie"
21/08/11	21/08/11	"IEM Season VI - Global Challenge Cologne"	"Counter Logic Gaming"	"Team SoloMid"	1	0	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Kog'Maw"	"Galio"	"Lee Sin"	"Soraka"	"Zilean"	"Irelia"	"Annie"	"Sona"	"Fiddlesticks"	"Ashe"
21/08/11	21/08/11	"IEM Season VI - Global Challenge Cologne"	"Team SoloMid"	"Counter Logic Gaming"	0	1	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"HotshotGG"	"Bigfatlp"	"Saintvicious"	"Elementz"	"Salce"	"Sona"	"Gangplank"	"Caitlyn"	"Udyr"	"Nidalee"	"Vladimir"	"Urgot"	"Cho'Gath"	"Soraka"	"Nocturne"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Counter Logic Gaming"	"Curse Gaming"	0	1	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"Alistar"	"Kennen"	"Caitlyn"	"Nocturne"	"Renekton"	"Jax"	"Janna"	"Ryze"	"Vayne"	"Gangplank"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Curse Gaming"	"Counter Logic Gaming"	0	1	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Annie"	"Vayne"	"Irelia"	"Janna"	"Lee Sin"	"Ashe"	"Nocturne"	"Udyr"	"Alistar"	"Orianna"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Counter Logic Gaming"	"Curse Gaming"	1	0	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"Alistar"	"Ashe"	"Galio"	"Lee Sin"	"Akali"	"Ryze"	"Nocturne"	"Gragas"	"Soraka"	"Caitlyn"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Epik Gamer"	"Team SoloMid"	0	1	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Vladimir"	"Singed"	"Sona"	"Caitlyn"	"Udyr"	"Ashe"	"Nidalee"	"Taric"	"Amumu"	"Brand"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Team SoloMid"	"Epik Gamer"	0	1	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Irelia"	"Kog'Maw"	"Nocturne"	"Brand"	"Soraka"	"Vladimir"	"Singed"	"Miss Fortune"	"Taric"	"Lee Sin"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Epik Gamer"	"Team SoloMid"	1	0	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Karthus"	"Vayne"	"Swain"	"Lee Sin"	"Soraka"	"Singed"	"Sona"	"Gangplank"	"Brand"	"Jax"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Team SoloMid"	"Curse Gaming"	1	0	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"Tristana"	"Cho'Gath"	"Sona"	"Nocturne"	"Brand"	"Gragas"	"Irelia"	"Lee Sin"	"Caitlyn"	"Soraka"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Counter Logic Gaming"	"Epik Gamer"	1	0	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Janna"	"Ashe"	"Nocturne"	"Jax"	"Orianna"	"Garen"	"Caitlyn"	"Vladimir"	"Fiddlesticks"	"Sona"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Epik Gamer"	"Counter Logic Gaming"	0	1	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Miss Fortune"	"Vayne"	"Swain"	"Amumu"	"Sona"	"Galio"	"Janna"	"Ashe"	"Lee Sin"	"Akali"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Epik Gamer"	"Curse Gaming"	0	1	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"Olaf"	"Caitlyn"	"Swain"	"Sona"	"Udyr"	"Veigar"	"Gangplank"	"Vayne"	"Janna"	"Jax"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Curse Gaming"	"Epik Gamer"	0	1	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Anivia"	"Sona"	"Udyr"	"Gangplank"	"Miss Fortune"	"Karthus"	"Annie"	"Vayne"	"Lee Sin"	"Soraka"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Epik Gamer"	"Curse Gaming"	1	0	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Nyjacky"	"Lapaka"	"Pobelter"	"LiQuiD112"	"Mash"	"Karthus"	"Ashe"	"Swain"	"Sona"	"Lee Sin"	"Alistar"	"Ryze"	"Gangplank"	"Vayne"	"Jax"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Team SoloMid"	"Counter Logic Gaming"	0	1	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Gangplank"	"Irelia"	"Kog'Maw"	"Brand"	"Soraka"	"Cho'Gath"	"Corki"	"Taric"	"Udyr"	"Lee Sin"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Counter Logic Gaming"	"Team SoloMid"	0	1	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"Akali"	"Sona"	"Galio"	"Ashe"	"Nocturne"	"Irelia"	"Lee Sin"	"Kog'Maw"	"Brand"	"Soraka"
27/08/11	27/08/11	"2011 MLG Pro Circuit - Raleigh"	"Team SoloMid"	"Counter Logic Gaming"	0	1	"Chaox"	"TheOddOne"	"Reginald"	"Xpecial"	"TheRainMan"	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Vladimir"	"Lee Sin"	"Vayne"	"Soraka"	"Udyr"	"Cho'Gath"	"Nocturne"	"Taric"	"Ezreal"	"Jax"
28/08/11	28/08/11	"2011 MLG Pro Circuit - Raleigh"	"Counter Logic Gaming"	"Epik Gamer"	1	0	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"Alistar"	"Ashe"	"Cho'Gath"	"Udyr"	"Gangplank"	"Annie"	"Vayne"	"Akali"	"Soraka"	"Lee Sin"
28/08/11	28/08/11	"2011 MLG Pro Circuit - Raleigh"	"Epik Gamer"	"Counter Logic Gaming"	0	1	"Salce"	"Westrice"	"PGoldenBoy"	"Dan Dinh"	"Dyrus"	"HotshotGG"	"Voyboy"	"Saintvicious"	"Elementz"	"Chauster"	"Soraka"	"Karthus"	"Ashe"	"Vladimir"	"Lee Sin"	"Gangplank"	"Alistar"	"Caitlyn"	"Jax"	"Udyr"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Invictus Gaming"	"CrossGaming"	1	0	"Wh1t3zZ"	"XiaoXiao"	"MikakoTabe"	"Chrls"	"LuFFY"	"Toyz"	"Helios (Yuen Hei Hiun)"	"DomhoX"	"KinGbB"	"SiuKiu"	"Ashe"	"Rumble"	"Annie"	"Janna"	"Gangplank"	"Sona"	"Amumu"	"Kog'Maw"	"Galio"	"Morgana"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"EHOME"	"SK Gaming"	1	0	"Pdd"	"MAX"	"LUCKY"	"CR"	"ILY"	"Ocelote"	"Snoopeh"	"Wickd"	"Candy Panda"	"Nyph"	"Vayne"	"Akali"	"Taric"	"Rumble"	"Gangplank"	"Anivia"	"Ezreal"	"Alistar"	"Sona"	"Irelia"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"SK Gaming"	"CrossGaming"	1	0	"Ocelote"	"Snoopeh"	"Wickd"	"Candy Panda"	"Nyph"	"Toyz"	"Helios (Yuen Hei Hiun)"	"DomhoX"	"KinGbB"	"SiuKiu"	"Cassiopeia"	"Amumu"	"Janna"	"Gangplank"	"Kog'Maw"	"Mordekaiser"	"Yorick"	"Taric"	"Lee Sin"	"Brand"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Invictus Gaming"	"EHOME"	1	0	"Wh1t3zZ"	"XiaoXiao"	"MikakoTabe"	"Chrls"	"LuFFY"	"Pdd"	"MAX"	"LUCKY"	"CR"	"ILY"	"Annie"	"Singed"	"Ezreal"	"Janna"	"Udyr"	"Tristana"	"Sona"	"Nocturne"	"Vayne"	"Galio"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"EHOME"	"CrossGaming"	0	1	"Pdd"	"MAX"	"LUCKY"	"CR"	"ILY"	"Toyz"	"Helios (Yuen Hei Hiun)"	"DomhoX"	"KinGbB"	"SiuKiu"	"Ezreal"	"Janna"	"Udyr"	"Galio"	"Brand"	"Zilean"	"Garen"	"Taric"	"Vayne"	"Fiddlesticks"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Invictus Gaming"	"SK Gaming"	0	1	"Wh1t3zZ"	"XiaoXiao"	"MikakoTabe"	"Chrls"	"LuFFY"	"Ocelote"	"Snoopeh"	"Wickd"	"Candy Panda"	"Nyph"	"Udyr"	"Vayne"	"Janna"	"Zilean"	"Morgana"	"Amumu"	"Talon"	"Taric"	"Kog'Maw"	"Kassadin"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Team WE"	"Millenium"	1	0	"Misaya"	"Weixiao"	"YJTM"	"If"	"YMS"	"Linak"	"YellOwStaR"	"Tidus"	"Kujaa"	"sOAZ"	"Karthus"	"Alistar"	"Ezreal"	"Fiddlesticks"	"Galio"	"Gangplank"	"Urgot"	"Lee Sin"	"Janna"	"Orianna"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Counter Logic Gaming"	"Flash eSports"	0	1	"HotshotGG"	"Bigfatlp"	"Elementz"	"saintvicious"	"Chauster"	"Equivocal"	"ly4ly4ly4"	"Kailing"	"Zappy"	"Malicious"	"Nocturne"	"Sona"	"Cassiopeia"	"Caitlyn"	"Galio"	"Mordekaiser"	"Ashe"	"Annie"	"Janna"	"Gangplank"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Team WE"	"Flash eSports"	1	0	"Misaya"	"Weixiao"	"YJTM"	"If"	"YMS"	"Equivocal"	"ly4ly4ly4"	"Kailing"	"Zappy"	"Malicious"	"Singed"	"Gangplank"	"Alistar"	"Ezreal"	"Karthus"	"Caitlyn"	"Taric"	"Morgana"	"Jarvan IV"	"Twisted Fate"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Millenium"	"Counter Logic Gaming"	0	1	"Linak"	"YellOwStaR"	"Tidus"	"Kujaa"	"sOAZ"	"HotshotGG"	"Bigfatlp"	"Elementz"	"saintvicious"	"Chauster"	"Singed"	"Maokai"	"Taric"	"Caitlyn"	"Cassiopeia"	"Urgot"	"Cho'Gath"	"Sona"	"Lee Sin"	"Orianna"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Millenium"	"Flash eSports"	1	0	"Linak"	"YellOwStaR"	"Tidus"	"Kujaa"	"sOAZ"	"Equivocal"	"ly4ly4ly4"	"Kailing"	"Zappy"	"Malicious"	"Vayne"	"Alistar"	"Udyr"	"Kassadin"	"Lee Sin"	"Twisted Fate"	"Ezreal"	"Shaco"	"Blitzcrank"	"Akali"
01/10/11	05/10/11	"IEM Season VI - Global Challenge Guangzhou"	"Team WE"	"Counter Logic Gaming"	1	0	"Misaya"	"Weixiao"	"YJTM"	"If"	"YMS"	"HotshotGG"	"Bigfatlp"	"Elementz"	"saintvicious"	"Chauster"	"Gragas"	"Warwick"	"Twisted Fate"	"Caitlyn"	"Taric"	"Sona"	"Urgot"	"Zilean"	"Lee Sin"	"Orianna"
